PROMEDIO;STD;APRO_N1;APRO_N2;APRO_N3;APRO_N4;APRO_N5;APRO_N6;APRO_N7;APRO_N8;PERD_N1;PERD_N2;PERD_N3;PERD_N4;PERD_N5;PERD_N6;PERD_N7;PERD_N8;RETIROS;STATUS
15,91;1,78;4;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
15,96;1,44;7;6;7;9;5;5;5;7;0;0;1;0;0;0;0;0;0;1
13,38;3,11;7;6;5;0;1;0;0;0;2;8;2;0;0;0;0;0;0;2
11,86;2,31;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;2
15,80;0,84;6;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;2
8,06;5,77;4;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;2
14,48;2,20;7;4;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2
15,36;1,42;7;6;7;5;6;5;5;1;0;0;0;0;1;3;2;0;0;1
15,58;1,48;6;5;2;1;0;0;0;0;1;2;0;0;0;0;0;0;0;1
14,95;1,00;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
14,73;2,15;6;3;0;0;1;0;0;0;5;1;0;0;0;0;0;0;0;2
13,77;2,87;5;5;3;0;0;0;0;0;1;3;2;0;0;0;0;0;0;1
13,05;4,20;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2
14,04;1,96;6;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1
12,28;3,97;5;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
15,80;1,78;7;7;6;5;6;5;2;0;2;4;0;0;0;0;0;0;0;1
15,63;2,47;8;5;6;6;7;4;0;0;2;1;1;1;1;0;0;0;0;1
10,57;4,49;5;0;0;0;0;0;0;0;11;3;0;0;0;0;0;0;0;2
14,12;2,97;6;3;5;0;0;0;0;0;0;4;1;0;0;0;0;0;0;1
15,01;2,44;7;6;4;1;0;1;0;0;2;2;0;0;0;0;0;0;0;2
15,68;1,04;5;5;6;6;6;5;1;0;0;0;0;0;0;3;0;0;0;1
12,76;3,95;5;3;1;1;0;0;0;0;2;5;4;0;0;0;0;0;0;2
14,11;1,85;5;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2
16,10;1,96;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
16,39;1,71;7;7;5;5;7;5;5;7;0;2;0;0;0;1;1;0;0;1
15,95;1,56;8;5;8;8;6;6;5;6;0;0;3;0;0;0;0;1;0;1
15,30;1,50;7;7;5;5;7;5;5;2;3;1;1;0;0;0;0;0;0;1
14,13;0,84;6;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2
15,44;2,20;7;7;6;5;6;5;5;3;1;2;1;1;1;0;0;0;0;1
0,42;0,30;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
14,46;1,32;5;5;4;1;1;0;0;0;5;2;0;0;0;1;0;0;0;1
15,60;1,92;7;6;7;8;7;5;5;5;1;1;1;2;0;0;0;1;1;1
16,07;1,34;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13,66;2,21;6;3;5;0;0;0;0;0;1;6;0;0;0;0;0;0;0;1
12,92;2,77;6;2;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;1
14,03;1,60;6;5;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1
6,26;4,17;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;2
14,15;1,73;4;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1
10,79;4,07;6;1;0;0;0;0;0;0;5;4;0;0;0;1;0;0;0;2
13,48;2,30;7;2;1;1;1;0;0;0;2;3;3;0;1;0;0;0;0;2
13,60;0,67;4;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;2
13,92;3,49;6;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
14,78;1,16;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
12,98;2,83;7;6;7;4;1;1;0;0;3;3;0;4;6;0;1;0;0;2
15,36;2,12;7;6;7;8;6;7;5;5;2;1;1;0;1;0;0;2;1;1
10,75;6,10;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1
15,42;1,57;8;5;7;9;6;5;5;7;2;2;3;1;0;0;1;0;0;1
15,15;2,39;5;5;6;6;6;3;1;0;0;0;0;1;1;2;0;0;0;1
16,32;0,90;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14,85;2,34;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
13,83;2,31;6;3;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1
15,27;2,45;6;4;5;3;0;0;0;0;0;2;1;0;0;0;0;0;0;1
12,54;1,35;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2
16,11;1,73;5;5;6;4;2;0;0;0;1;0;1;0;0;0;0;0;0;1
15,67;1,66;8;4;6;6;6;5;4;0;0;0;0;0;1;1;1;0;0;1
12,61;4,05;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1
14,59;1,94;8;3;1;0;0;0;0;0;2;3;0;2;0;0;0;0;0;2
12,49;4,12;5;6;3;0;0;0;0;0;2;4;2;0;0;0;0;0;0;2
15,18;2,12;5;5;6;6;7;4;0;0;1;0;2;0;0;0;0;0;0;1
13,77;2,92;5;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2
12,98;2,56;6;2;0;0;0;0;0;0;3;8;0;0;0;0;0;0;0;2
14,54;1,71;5;5;2;0;0;0;0;0;0;0;4;0;1;0;0;0;0;2
12,27;1,85;5;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1
14,26;1,49;7;7;6;4;3;1;0;0;1;1;0;3;5;0;1;0;0;1
14,56;2,22;5;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1
15,70;2,08;8;4;6;6;7;5;0;0;3;0;1;1;0;0;0;0;0;1
15,56;1,59;7;6;7;5;6;5;5;2;3;1;1;0;2;0;0;1;0;1
13,61;3,34;5;4;2;1;0;0;0;0;1;4;2;0;0;0;0;0;0;2
14,23;1,02;5;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1
12,37;3,76;7;3;1;2;0;0;0;0;7;4;3;0;0;0;0;0;0;2
15,30;2,58;8;6;7;9;7;5;5;3;5;3;1;0;0;0;0;0;0;1
15,97;1,94;7;6;8;8;6;5;5;5;0;1;1;1;0;0;0;1;1;1
12,83;3,82;7;5;0;0;1;0;0;0;4;4;2;0;0;1;0;0;0;2
14,48;2,57;6;3;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1
12,71;3,72;6;2;0;1;1;0;0;0;1;6;2;0;0;0;0;0;0;1
11,92;5,57;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1
13,92;1,25;6;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1
16,60;1,21;7;7;5;5;7;5;5;7;0;0;0;0;0;1;0;0;0;1
14,08;2,31;7;5;4;0;0;0;0;0;0;1;4;2;0;0;0;0;0;2
1,73;1,12;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;2
12,14;2,66;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;2
14,63;2,08;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
11,85;5,28;7;6;3;1;0;0;0;0;2;1;2;4;3;0;0;0;0;2
15,56;1,25;8;5;6;5;6;5;3;0;1;0;0;1;1;0;0;0;0;1
15,31;1,79;8;4;6;6;6;4;5;0;0;0;0;0;2;2;0;0;0;1
14,49;1,28;6;6;2;0;0;0;0;0;1;0;5;0;0;0;0;0;0;2
17,85;1,11;8;4;8;9;5;5;8;6;0;0;0;0;0;0;0;1;0;1
16,58;1,04;7;7;5;5;7;5;5;7;0;0;0;0;0;0;0;0;0;1
13,53;3,43;6;2;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;1
14,54;2,59;6;4;5;1;0;0;0;0;0;4;0;0;0;0;0;0;0;1
15,03;1,94;8;4;6;6;1;1;0;0;0;0;0;2;3;0;0;0;0;2
15,09;1,87;6;7;6;5;6;5;5;0;2;5;2;0;1;0;0;0;0;1
11,47;3,89;6;2;0;0;0;0;0;0;9;3;1;0;0;0;0;0;0;2
14,28;2,12;7;5;4;0;0;0;0;0;0;0;3;4;0;0;0;0;0;2
13,70;0,69;6;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2
13,53;1,30;4;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2
11,76;3,57;3;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1
14,16;0,64;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
13,70;3,33;8;3;4;4;1;1;0;0;2;3;3;1;3;0;0;0;0;2
6,06;3,04;1;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;2
12,90;6,40;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2
11,27;3,00;3;0;0;0;0;0;0;0;5;1;1;0;0;0;0;0;0;2
15,50;1,34;5;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1
11,36;3,68;7;7;2;0;0;0;0;0;1;4;10;0;0;0;0;0;0;2
13,97;1,75;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
14,06;0,80;7;5;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;2
14,00;3,88;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
10,69;4,60;5;1;0;0;0;0;0;0;1;8;1;0;0;0;0;0;0;2
12,20;1,87;4;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;1
13,00;1,79;7;4;0;0;0;0;0;0;7;5;0;0;0;0;0;0;0;2
13,70;2,30;5;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2
16,03;1,70;6;5;5;3;1;0;0;0;0;1;1;0;0;0;0;0;0;1
14,99;3,66;6;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;2
12,21;4,57;6;4;0;0;0;0;0;0;1;5;2;0;0;0;0;0;0;1
11,54;3,15;3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
14,98;1,05;7;7;6;6;6;5;4;0;0;3;0;1;3;0;1;0;0;1
12,55;2,46;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2
13,05;2,70;6;4;1;0;0;0;0;0;4;3;2;0;0;0;0;0;0;2
14,70;1,26;5;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
13,88;1,50;4;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2
2,47;2,32;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;2
14,40;1,94;5;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2
15,92;1,57;8;5;8;8;6;5;5;7;1;0;0;1;0;0;0;0;0;1
11,60;5,73;2;2;4;5;2;0;0;0;0;0;4;3;1;2;0;0;0;2
16,27;1,63;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14,71;1,19;8;4;5;6;0;0;0;0;1;1;3;1;0;0;0;0;0;1
10,70;5,08;4;0;0;1;0;0;0;0;5;3;0;0;0;0;0;0;0;1
13,14;2,09;6;1;0;1;0;0;0;0;4;2;1;0;0;0;0;0;0;2
16,75;0,81;6;5;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
15,21;1,65;5;5;6;1;1;0;0;0;1;2;0;0;0;0;0;0;0;1
12,46;3,10;4;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2
13,11;3,18;4;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;2
0,01;0,00;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
14,69;2,77;6;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1
16,79;1,30;7;6;7;9;5;5;5;6;0;0;0;0;0;0;0;1;0;1
1,02;1,03;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
13,30;1,88;5;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1
16,21;1,35;5;5;6;6;2;0;0;0;0;0;1;0;0;0;0;0;0;1
15,74;0,54;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
12,36;2,98;6;3;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;2
9,47;3,39;2;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;2
2,46;1,33;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
14,78;1,48;5;2;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1
15,71;1,47;7;7;5;6;7;5;5;2;1;1;0;0;0;0;0;1;0;1
11,79;4,42;5;3;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;1
13,69;1,90;6;6;4;0;0;0;0;0;2;6;1;0;0;0;0;0;0;2
13,06;4,19;3;1;0;0;0;0;0;0;3;2;0;1;0;0;0;0;0;2
10,99;3,06;3;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;2
16,40;1,34;7;6;8;8;5;7;5;4;0;0;0;0;0;0;0;1;0;1
14,14;0,82;5;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
13,42;1,15;6;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2
16,48;1,18;5;7;7;8;7;5;5;5;0;0;1;0;0;0;0;1;1;1
12,59;3,86;5;2;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1
4,37;0,46;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
7,33;1,27;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
12,12;3,82;4;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;2
16,94;1,70;8;4;6;6;6;5;3;0;0;1;1;0;0;0;0;0;0;1
16,30;1,69;7;6;7;8;6;5;8;6;1;2;0;0;0;0;0;1;0;1
13,28;3,09;6;5;5;0;1;0;0;0;5;1;1;0;0;0;0;0;0;1
17,34;1,72;6;7;8;8;6;5;5;6;0;0;0;0;0;0;0;1;0;1
16,27;1,24;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
16,20;1,16;7;6;7;5;6;5;5;7;0;0;0;0;0;0;0;0;0;1
1,21;0,75;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
12,61;4,77;5;3;0;1;0;0;0;0;1;4;0;0;0;0;0;0;0;1
8,45;5,61;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2
12,76;3,89;7;4;6;5;6;0;0;0;2;3;1;1;6;0;0;0;0;1
15,91;2,25;6;7;7;9;5;5;5;7;3;2;1;0;0;0;0;0;0;1
15,94;1,52;7;6;7;9;5;5;5;6;0;2;0;0;0;0;0;1;0;1
14,13;3,61;6;3;3;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1
17,61;1,52;6;7;8;8;6;5;5;6;0;0;0;0;0;0;0;1;0;1
11,47;4,36;4;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;2
18,24;1,35;8;4;8;9;5;5;8;6;0;0;0;0;0;0;0;1;0;1
12,11;5,43;7;3;0;1;1;0;0;0;4;1;2;0;0;0;0;0;0;2
12,79;3,46;7;6;4;4;2;0;0;0;3;7;1;3;4;0;0;0;0;1
13,43;2,47;5;4;0;0;0;0;0;0;3;3;4;0;0;0;0;0;0;2
12,90;2,60;3;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;2
6,00;1,11;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
0,13;0,10;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
16,86;1,46;7;6;7;9;5;5;5;6;0;0;0;0;0;0;0;1;0;1
10,52;4,10;4;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;2
14,88;0,98;5;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
8,82;6,45;5;1;0;0;0;0;0;0;6;4;1;0;0;0;0;0;0;2
15,55;1,19;5;5;6;6;0;0;0;0;1;1;0;0;1;0;0;0;0;1
13,34;1,72;4;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;2
13,96;3,42;8;4;6;5;1;0;0;0;0;0;2;3;2;0;0;0;0;2
15,07;2,44;6;7;6;5;5;5;1;0;6;3;1;0;0;0;0;0;0;1
0,97;0,70;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
15,00;1,02;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
10,72;5,40;6;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;2
14,84;2,10;7;7;6;5;5;5;5;2;3;4;1;1;1;0;0;0;0;1
15,22;2,16;6;6;7;6;6;5;5;6;4;0;1;1;0;0;0;4;0;1
15,50;1,82;6;5;4;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1
14,96;1,99;6;6;7;5;6;5;5;1;2;0;1;3;2;1;0;0;0;1
14,59;2,42;5;4;5;6;5;1;0;0;1;3;1;0;0;0;0;0;0;1
16,85;1,61;8;4;8;9;5;5;8;6;0;0;0;0;0;0;0;1;0;1
16,27;1,33;7;6;8;8;5;7;5;4;0;0;0;0;0;0;0;1;0;1
7,05;5,36;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;2
3,80;1,31;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;2
4,53;0,75;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
0,47;0,00;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;2
14,25;2,41;6;2;1;1;0;0;0;0;5;0;0;0;0;0;0;0;0;2
14,16;3,06;8;3;2;2;1;0;0;0;2;3;4;1;1;0;0;0;0;2
14,57;1,67;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2
13,95;2,52;5;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;1
12,49;3,72;5;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;2
15,85;2,13;7;6;7;8;7;5;5;6;0;2;2;0;0;0;0;1;0;1
14,84;1,69;7;6;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
16,38;1,47;5;5;6;6;6;4;0;0;0;0;1;0;0;0;0;0;0;1
16,47;1,77;8;4;6;6;7;5;3;0;0;1;1;0;1;0;0;0;0;1
15,88;1,65;6;7;5;5;6;5;0;0;2;1;0;1;1;0;0;0;0;1
4,95;1,55;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;2
12,58;1,42;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2
13,77;2,96;6;2;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;1
8,77;5,21;2;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;2
15,39;1,75;7;7;6;5;6;5;5;0;1;2;1;0;1;0;0;0;0;1
13,52;1,08;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2
1,21;1,14;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
15,02;1,46;7;6;7;5;6;5;5;6;0;0;5;0;1;0;1;1;0;1
16,19;2,06;7;6;7;9;5;5;5;7;3;3;2;0;0;0;0;0;0;1
14,45;2,07;8;5;3;1;1;0;0;0;4;0;5;0;0;0;0;0;0;1
15,93;1,83;7;6;7;5;7;5;5;7;1;0;0;0;0;0;0;0;0;1
13,46;2,26;6;1;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;1
13,41;2,84;7;6;7;8;6;5;1;0;2;4;4;5;1;1;0;0;0;1
16,12;1,64;6;7;7;8;7;5;5;5;0;1;0;0;0;0;0;1;1;1
16,79;1,27;8;4;6;6;6;5;3;0;0;0;0;0;1;0;0;0;0;1
12,02;1,85;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2
14,74;0,75;5;5;6;1;1;0;0;0;1;2;0;0;0;0;0;0;0;1
14,44;2,03;6;6;5;4;0;0;0;0;1;1;2;1;0;0;0;0;0;2
14,79;2,47;6;3;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1
14,50;2,54;7;7;6;6;6;4;1;0;3;3;1;1;3;0;0;0;0;1
9,27;3,81;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;2
11,87;2,15;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2
13,15;3,83;3;3;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2
14,86;3,00;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
16,12;1,72;7;7;5;5;7;5;5;7;1;0;1;0;0;0;0;0;0;1
14,79;1,24;8;4;5;6;1;0;0;0;3;3;2;1;1;0;0;0;0;1
16,33;1,20;5;5;6;6;6;3;0;0;0;1;0;0;0;0;0;0;0;1
0,72;0,55;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
15,78;0,73;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14,76;0,67;7;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
11,51;4,04;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
13,60;3,07;7;5;6;5;0;0;0;0;2;4;2;0;0;1;0;0;0;2
11,67;2,64;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;1
14,12;2,35;6;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1
13,26;3,27;6;3;1;0;0;0;0;0;1;5;0;0;0;0;0;0;0;2
15,99;1,30;6;5;6;6;1;0;0;0;0;0;0;0;0;0;0;0;0;1
16,10;1,87;7;6;7;9;5;5;5;6;2;2;1;0;0;0;0;1;0;1
16,30;1,28;7;6;7;5;6;5;5;6;0;0;0;0;0;0;1;1;0;1
11,88;4,99;7;5;0;1;0;0;0;0;0;5;5;0;0;0;0;0;0;1
13,85;2,20;2;2;1;0;0;0;0;0;4;1;0;0;0;0;0;0;0;2
15,03;0,96;7;6;6;5;6;5;1;0;2;0;0;2;3;0;0;0;0;1
16,57;1,45;7;6;7;5;6;5;5;7;0;0;0;0;0;0;0;0;0;1
12,34;1,95;3;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;2
12,20;1,83;4;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;2
12,30;3,59;4;4;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;2
15,24;2,32;7;7;4;5;6;5;0;0;1;2;2;0;1;0;0;0;0;1
15,50;1,83;5;5;6;3;3;0;0;0;1;0;0;0;1;0;0;0;0;1
13,49;5,08;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
8,43;4,79;2;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;1
16,22;1,83;7;6;5;6;5;4;0;0;1;3;2;1;0;0;0;0;0;1
14,82;2,39;7;4;6;6;5;2;0;0;4;0;3;0;3;0;0;0;0;1
16,38;2,10;7;6;7;6;6;5;5;6;2;1;0;1;0;0;1;1;0;1
12,91;3,30;6;1;0;1;0;0;0;0;5;2;0;0;0;0;0;0;0;2
11,26;5,51;6;3;0;0;0;0;0;0;2;4;2;0;0;0;0;0;0;2
2,76;1,63;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;2
13,38;2,64;7;6;5;3;0;0;0;0;2;6;2;0;0;0;0;0;0;2
10,02;4,90;4;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2
16,21;1,32;5;5;6;6;2;0;0;0;0;1;0;1;0;0;0;0;0;1
12,52;2,67;4;4;0;0;0;0;0;0;4;7;1;1;0;0;0;0;0;2
16,18;1,19;6;5;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
14,08;1,47;4;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1
15,64;1,77;5;5;6;4;1;0;0;0;1;0;1;0;1;0;0;0;0;1
12,22;3,46;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2
13,61;0,77;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2
13,76;3,92;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
14,21;1,35;5;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1
17,82;0,88;7;7;5;5;7;5;5;7;0;0;0;0;0;0;0;0;0;1
16,55;1,69;8;5;7;8;7;5;5;6;0;0;1;0;0;0;0;0;1;1
11,69;3,60;7;0;0;0;0;0;0;0;8;1;0;1;0;0;0;0;0;1
17,31;1,32;7;7;5;5;7;5;5;7;0;0;0;0;0;0;0;0;0;1
10,39;5,17;6;2;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;2
15,26;1,86;7;6;7;5;6;5;5;1;2;2;1;0;1;0;0;0;0;1
14,65;2,45;8;3;3;1;0;0;0;0;0;2;3;0;0;0;0;0;0;2
14,43;1,20;7;3;4;2;2;1;0;0;2;4;0;2;0;0;0;0;0;2
13,26;2,01;4;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;1
15,76;1,54;7;7;5;5;7;5;0;0;1;2;1;0;0;0;0;0;0;1
13,37;3,93;7;4;1;0;0;0;0;0;1;1;3;0;0;0;0;0;0;2
13,03;1,70;7;4;0;0;0;0;0;0;3;8;0;0;0;0;0;0;0;2
13,49;2,95;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
9,19;4,01;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;2
15,99;2,02;8;4;6;6;6;5;0;0;0;0;2;0;5;0;0;0;0;1
16,00;2,94;7;7;5;5;7;5;5;4;0;0;0;0;0;0;5;0;0;1
11,91;4,32;5;1;0;1;0;0;0;0;1;4;2;0;1;0;0;0;0;2
16,08;2,39;7;6;5;7;7;5;5;6;3;2;0;0;1;0;0;1;0;1
15,52;1,23;8;4;6;6;7;1;0;0;1;0;0;1;0;1;0;0;0;1
16,56;1,73;7;7;5;5;7;5;5;6;0;0;0;0;0;0;0;1;0;1
15,08;1,72;6;4;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
17,95;0,64;4;5;6;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1
8,18;4,41;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
15,10;2,01;7;6;7;8;7;5;5;7;2;2;3;0;0;0;1;0;0;1
9,70;1,00;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
15,01;1,86;7;6;7;5;6;5;5;0;1;4;1;0;1;3;2;0;0;1
5,85;1,97;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
16,90;1,23;7;6;7;9;5;5;5;6;0;0;0;0;0;0;0;1;0;1
14,35;2,42;6;2;0;1;0;0;0;0;5;1;1;0;0;0;0;0;0;2
14,56;1,20;5;5;5;6;3;0;0;0;0;0;3;0;1;0;0;0;0;1
13,46;2,98;6;2;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;1
14,88;1,59;5;5;6;6;5;1;0;0;3;1;1;2;0;0;0;0;0;1
15,22;1,53;7;6;7;5;6;5;5;0;1;0;0;0;2;5;0;0;0;1
5,58;2,08;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
9,99;5,46;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1
12,86;5,28;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
12,26;3,28;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2
14,39;3,60;8;2;2;1;0;0;0;0;0;2;2;0;0;1;0;0;0;2
15,04;1,70;6;4;3;0;0;0;0;0;2;2;1;0;0;0;0;0;0;1
